_orig_index,text,clean_text_sample,text_sentiment
1017,Let__ hope this recession is short lived. My portfolio can__ take much more of this. #stockmarketcrash,Let__ hope this recession is short lived. My portfolio can__ take much more of this. #stockmarketcrash,2
1018,"Let__ talk about bear markets and how they impact you and me. __

At @odyssey_dao we are committed to providing web3 education through each phase of this market whether it__ bear or bull.

A _§µ on Bear Markets in web3 and how you can keep momentum__

#web3 #bearmarket #Crypto",Let__ talk about bear markets and how they impact you and me. __ At <USER> we are committed to providing web3 education through each phase of this market whether it__ bear or bull. A _§μ on Bear Markets in web3 and how you can keep momentum__ #web3 #bearmarket #Crypto,1
1019,Like I said - #bearmarket __,Like I said - #bearmarket __,1
1020,"Literalmente acabo de aceptar un trabajo de repartidor en Burger King, que empiece el #bearmarket","Literalmente acabo de aceptar un trabajo de repartidor en Burger King, que empiece el #bearmarket",0
1021,"Live by the stock market, die by the stock market... #stockmarketcrash","Live by the stock market, die by the stock market... #stockmarketcrash",2
1022,Lol 2000 points of an all time high is not a #stockmarketcrash so stop trending meaningless hashtags.,Lol 2000 points of an all time high is not a #stockmarketcrash so stop trending meaningless hashtags.,2
1023,"Lol what a CRAZY world we live in such nonsense_

the more______ expensive an item is, the more consumers _¤ï__¤ï__¤ï_demand it. 

Complete and utter Chaos yet to set fire ___§¯on da streets. $SPX GODSPEED. 4270.

$SPY #ES_F $NDX #NQ_F

#Stocks #stockmarketcrash #Bitcoin #BitcoinCrash","Lol what a CRAZY world we live in such nonsense_ the more______ expensive an item is, the more consumers _¤ï__¤ï__¤ï_demand it. Complete and utter Chaos yet to set fire ___§ ̄on da streets. <TICKER> GODSPEED. 4270. <TICKER> #ES_F <TICKER> #NQ_F #Stocks #stockmarketcrash #Bitcoin #BitcoinCrash",2
1024,"Lol, market is going for a reversal once again. Newbies enjoy the ride. Fasten your seatbelts. Next stop 15950. 

#nifty #sensex #nse #StockMarketindia #stockmarketcrash #optiontrading #intradaytrading #intraday","Lol, market is going for a reversal once again. Newbies enjoy the ride. Fasten your seatbelts. Next stop 15950. #nifty #sensex #nse #StockMarketindia #stockmarketcrash #optiontrading #intradaytrading #intraday",1
1025,Look out below!!! #stockmarketcrash #StockMarket #Bidenflation #BidenWorstPresidentEver,Look out below!!! #stockmarketcrash #StockMarket #Bidenflation #BidenWorstPresidentEver,0
1026,"Looking at mkts will retail withdraw frm LIC IPO? 

Likely LIC shares may nt have huge rally &amp; cud b fetched below IPO price later 

That begs a question. how 18Kcr IPO of Patym has perfect timing &amp; govt with all machinery fails this way?

#stockmarketcrash #StockMarket #nifty50",Looking at mkts will retail withdraw frm LIC IPO? Likely LIC shares may nt have huge rally &amp; cud b fetched below IPO price later That begs a question. how 18Kcr IPO of Patym has perfect timing &amp; govt with all machinery fails this way? #stockmarketcrash #StockMarket #nifty50,1
1027,Looks like #Luna is the first to go in a #bearish trend. We__e not even in a true #bearmarket yet. Too many eggs in one basket,Looks like #Luna is the first to go in a #bearish trend. We__e not even in a true #bearmarket yet. Too many eggs in one basket,1
1028,Looks like I won__ be retiring anytime soon #stockmarketcrash,Looks like I won__ be retiring anytime soon #stockmarketcrash,1
1029,"Looks like this bounce is going to hold for a bit. Good tech relative strength. Could last for a day or 3 or more, but absent a fundamental catalyst (i.e. a strong market response to earnings) it's most likely a bounce to sell into.   #BearMarket","Looks like this bounce is going to hold for a bit. Good tech relative strength. Could last for a day or 3 or more, but absent a fundamental catalyst (i.e. a strong market response to earnings) it's most likely a bounce to sell into. #BearMarket",1
1030,Lord. _¤¦_____ï¸ How down bad are men when y__ll are trying to get a cam-girl to __njoy it with you_. Lmaooooo! GET A FUCKING GIRLFRIEND. #BearMarket2022,Lord. _¤¦_____ï ̧ How down bad are men when y__ll are trying to get a cam-girl to __njoy it with you_. Lmaooooo! GET A FUCKING GIRLFRIEND. #BearMarket2022,2
1031,Lying and corruption out rules truth and justice. It__ a sick situation the we are in. #stockmarketcrash #Corruption #Truth,Lying and corruption out rules truth and justice. It__ a sick situation the we are in. #stockmarketcrash #Corruption #Truth,2
1032,"METALS FEELING THE HEAT â¬____

VEDANTA DOWN 7 % 
HINDALCO DOWN 4.5 % 
TATA STEEL DOWN 5 % 
JSPL DOWN 5
NMDC DOWN 4 

#stockmarketcrash #StockMarketindia #Nse",METALS FEELING THE HEAT â¬____ VEDANTA DOWN 7 % HINDALCO DOWN 4.5 % TATA STEEL DOWN 5 % JSPL DOWN 5 NMDC DOWN 4 #stockmarketcrash #StockMarketindia #Nse,1
1033,"Ma a #Luna glielo avete detto che siamo in #bearmarket?
Chiedo per un amico_.",Ma a #Luna glielo avete detto che siamo in #bearmarket? Chiedo per un amico_.,0
1034,Made up all my January losses the last 2 trading days. Never give up! #bearmarket #clutch #process,Made up all my January losses the last 2 trading days. Never give up! #bearmarket #clutch #process,2
1035,"Major Business Review:
i) UK Business: 14% up QoQ, contributes 40% of global revenue
ii) India Business: 28% up YoY,contributes 18% of global revenue
_ºï_20 patents were filed during the quarter ended 31st December 2021

#results #StockMarket #stockmarketcrash #stocks #Nifty","Major Business Review: i) UK Business: 14% up QoQ, contributes 40% of global revenue ii) India Business: 28% up YoY,contributes 18% of global revenue _oï_20 patents were filed during the quarter ended 31st December 2021 #results #StockMarket #stockmarketcrash #stocks #Nifty",0
1036,"Manic Monday
Terrible Tuesday
Woeful Wednesday
Tearful Thursday
Frustrating Friday
Saddist Saturday

Terms associated with #Bears #bearmarket #stockmarketcrash",Manic Monday Terrible Tuesday Woeful Wednesday Tearful Thursday Frustrating Friday Saddist Saturday Terms associated with #Bears #bearmarket #stockmarketcrash,2
1037,Many people saying #RIP401k #stockmarketcrash #GoWokeGoBroke #VoteBlueGetDoom,Many people saying #RIP401k #stockmarketcrash #GoWokeGoBroke #VoteBlueGetDoom,0
1038,Margin Calls are starting to hit everywhere. #stockmarketcrash #cryptocrash #cryptotrading,Margin Calls are starting to hit everywhere. #stockmarketcrash #cryptocrash #cryptotrading,0
1039,"Market Update ____ - In general, liquidity in Russian-heavy ETFs is thin and wide. Russian stocks are seeing abrupt moves, down between 10% to 50%. The Russian bank stocks are particularly vulnerable

#stockmarketcrash #Russia #RussiaUkraineCrisis","Market Update ____ - In general, liquidity in Russian-heavy ETFs is thin and wide. Russian stocks are seeing abrupt moves, down between 10% to 50%. The Russian bank stocks are particularly vulnerable #stockmarketcrash #Russia #RussiaUkraineCrisis",2
1040,"Market conditions today are worse but you should understand this is not the end!
Be a part of Solana community in this #bearmarket",Market conditions today are worse but you should understand this is not the end! Be a part of Solana community in this #bearmarket,2
1041,"Market crash coming up with Golden opportunities. I'm looking for more 10% fall in nifty in the coming month. Trade safe .

#stockmarketcrash",Market crash coming up with Golden opportunities. I'm looking for more 10% fall in nifty in the coming month. Trade safe . #stockmarketcrash,1
1042,Market is correcting big time whenever markets driven by external factors like war or uncertainty like pandemic breakout there is no bottom or upside can be predicted.. fundamentals not change there can be selling pressure for short time but long run bullish #stockmarketcrash,Market is correcting big time whenever markets driven by external factors like war or uncertainty like pandemic breakout there is no bottom or upside can be predicted.. fundamentals not change there can be selling pressure for short time but long run bullish #stockmarketcrash,2
1043,"Market is extremely oversold now.
A strong pullback can come tomorrow or Monday.
Will try to catch momentum trade 

#Nifty #banknifty #stockmarketcrash #StockMarketindia #niftyOptions",Market is extremely oversold now. A strong pullback can come tomorrow or Monday. Will try to catch momentum trade #Nifty #banknifty #stockmarketcrash #StockMarketindia #niftyOptions,1
1044,Market is on valentine's date today it's all Red  ... Why should couples have all the fun . #stockmarketcrash,Market is on valentine's date today it's all Red ... Why should couples have all the fun . #stockmarketcrash,1
1045,"Market is performing very well ____ 
#stockmarketcrash #StockMarket",Market is performing very well ____ #stockmarketcrash #StockMarket,1
1046,"Markets are instruments for transferring wealth 
Thats all they are 

Learn how to play those instruments and you'll change your life aswel as all those around you 
The money is made in the #bearmarket 
Q2 2023 we will be recovering mostly 
Could be that cycles speed up",Markets are instruments for transferring wealth Thats all they are Learn how to play those instruments and you'll change your life aswel as all those around you The money is made in the #bearmarket Q2 2023 we will be recovering mostly Could be that cycles speed up,1
1047,"Markets are not oversold, they're #overshorted by counterfeit shares

US Fed  #BlackRock  #citadel are to blame
#doge #btc @elonmusk  #stockmarketcrash","Markets are not oversold, they're #overshorted by counterfeit shares US Fed #BlackRock #citadel are to blame #doge #btc <USER> #stockmarketcrash",2
1048,"Markets during bear phases take every Uncertainty as a Risk. However, the Market Forgets both Risks and Uncertainties during bullish times. Those who can differentiate between both have a better edge in markets.  #Bullish #bearmarket #banknifty","Markets during bear phases take every Uncertainty as a Risk. However, the Market Forgets both Risks and Uncertainties during bullish times. Those who can differentiate between both have a better edge in markets. #Bullish #bearmarket #banknifty",2
1049,Markets in deep Red__ #bearmarket,Markets in deep Red__ #bearmarket,0
1050,"Markets situation, today.
-Russia's stock-market plunges,
now down 29%.
-Russian Ruble crashes to record
low against US Dollar
-Brent crude oil surges by 7% to
$103
-Gold at highest price in over a year
-Bitcoin falls to $35,000
#stockmarketcrash #BTC #RussiaUkraineConflict","Markets situation, today. -Russia's stock-market plunges, now down 29%. -Russian Ruble crashes to record low against US Dollar -Brent crude oil surges by 7% to $103 -Gold at highest price in over a year -Bitcoin falls to $35,000 #stockmarketcrash #BTC #RussiaUkraineConflict",2
1051,"Massive trap for altcoins before final capitulation, be careful and keep calm #Bitcoin #BitcoinCrash #Cryptocrash #bearmarket #stockmarketcrash","Massive trap for altcoins before final capitulation, be careful and keep calm #Bitcoin #BitcoinCrash #Cryptocrash #bearmarket #stockmarketcrash",1
1052,"Maturity is when you realise you have to hold good shares and not sell.

#stockmarketcrash",Maturity is when you realise you have to hold good shares and not sell. #stockmarketcrash,1
1053,Max pain incoming #BitcoinCrash #bearmarket,Max pain incoming #BitcoinCrash #bearmarket,2
1054,"May buy some tech stocks this week. Looks like the bears are back! #stocks #bearmarket #stockmarketcrash is inevitable. 20 years from now, You__l be happy you bought the sea of red because you__l be in the green.","May buy some tech stocks this week. Looks like the bears are back! #stocks #bearmarket #stockmarketcrash is inevitable. 20 years from now, You__l be happy you bought the sea of red because you__l be in the green.",1
1055,"Maybe this is the time when money is being transferred from the impatient to the patient. The stock market is both fun and pain.
#stockmarketcrash #nseindia #BSE #Cryptocrash",Maybe this is the time when money is being transferred from the impatient to the patient. The stock market is both fun and pain. #stockmarketcrash #nseindia #BSE #Cryptocrash,2
1056,"Mazmur 54:6

Sesungguhnya, Allah adalah penolongku; Tuhanlah yang menopang aku.

#bearmarket #BTC","Mazmur 54:6 Sesungguhnya, Allah adalah penolongku; Tuhanlah yang menopang aku. #bearmarket #BTC",0
